EIA data,,,,,,EIA data,,,,
,,,,,,,,,,
"EIA data, but copied and redated to match Clack data. ",,,,,,,,,,
Clack data goes from 1 Jan 2006 to 31 Dec 2008.  2008 is a leap year.,,,,,,,,,,
EIA data for full years goes from 1 Jan 2016 to 31 Dec 2017. 2016 is a leap year,,,,,,,,,,
"To match 3 years of clack 2017 is mapped to 2006 and 2007, 2016 is mapped to 2008. Then these 3 years are normalize to a time mean of 1.",,,,,,,,,,
,,,,,,,,,,
Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,,,Lines above 'BEGIN_DATA' in the first column are for comment only.,,,,
,,,,,,,,,,
BEGIN_DATA,,,,,,,,,,
year,month,day,hour,demand,,original year,original month,original day,original hour,original demand data with 3 year mean of 1.00494788625304
2007,8,17,19,1.311212271,,2017,8,17,19,1.3177
2007,8,17,20,1.360866587,,2017,8,17,20,1.3676
2007,8,17,21,1.399077524,,2017,8,17,21,1.406
2007,8,17,22,1.422262805,,2017,8,17,22,1.4293
2007,8,17,23,1.44027369,,2017,8,17,23,1.4474
2007,8,17,24,1.445448087,,2017,8,17,24,1.4526
2007,8,18,1,1.439378121,,2017,8,18,1,1.4465
2007,8,18,2,1.402062753,,2017,8,18,2,1.409
2007,8,18,3,1.373504058,,2017,8,18,3,1.3803
2007,8,18,4,1.3324074,,2017,8,18,4,1.339
2007,8,18,5,1.262752047,,2017,8,18,5,1.269
2007,8,18,6,1.182847406,,2017,8,18,6,1.1887
2007,8,18,7,1.078065853,,2017,8,18,7,1.0834
2007,8,18,8,1.011694252,,2017,8,18,8,1.0167
2007,8,18,9,0.958756183,,2017,8,18,9,0.9635
2007,8,18,10,0.925222106,,2017,8,18,10,0.9298
2007,8,18,11,0.909698913,,2017,8,18,11,0.9142
2007,8,18,12,0.919749186,,2017,8,18,12,0.9243
2007,8,18,13,0.959950275,,2017,8,18,13,0.9647
2007,8,18,14,0.999355304,,2017,8,18,14,1.0043
2007,8,18,15,1.041546546,,2017,8,18,15,1.0467
2007,8,18,16,1.097569352,,2017,8,18,16,1.103
2007,8,18,17,1.159264093,,2017,8,18,17,1.165
2007,8,18,18,1.220063266,,2017,8,18,18,1.2261
2007,8,18,19,1.274195426,,2017,8,18,19,1.2805
2007,8,18,20,1.321262543,,2017,8,18,20,1.3278
2007,8,18,21,1.36116511,,2017,8,18,21,1.3679
2007,8,18,22,1.388430205,,2017,8,18,22,1.3953
2007,8,18,23,1.405645028,,2017,8,18,23,1.4126
2007,8,18,24,1.407237151,,2017,8,18,24,1.4142
2007,8,19,1,1.38823119,,2017,8,19,1,1.3951
2007,8,19,2,1.389126759,,2017,8,19,2,1.396
2007,8,19,3,1.347433055,,2017,8,19,3,1.3541
2007,8,19,4,1.30573935,,2017,8,19,4,1.3122
2007,8,19,5,1.237974642,,2017,8,19,5,1.2441
2007,8,19,6,1.164338983,,2017,8,19,6,1.1701
2007,8,19,7,1.084235327,,2017,8,19,7,1.0896
2007,8,19,8,1.020351417,,2017,8,19,8,1.0254
2007,8,19,9,0.966318765,,2017,8,19,9,0.9711
2007,8,19,10,0.927510782,,2017,8,19,10,0.9321
2007,8,19,11,0.90223584,,2017,8,19,11,0.9067
2007,8,19,12,0.89248409,,2017,8,19,12,0.8969
2007,8,19,13,0.894374736,,2017,8,19,13,0.8988
2007,8,19,14,0.905320577,,2017,8,19,14,0.9098
2007,8,19,15,0.949203449,,2017,8,19,15,0.9539
2007,8,19,16,1.014679481,,2017,8,19,16,1.0197
2007,8,19,17,1.08791711,,2017,8,19,17,1.0933
2007,8,19,18,1.161254246,,2017,8,19,18,1.167
2007,8,19,19,1.226033725,,2017,8,19,19,1.2321
2007,8,19,20,1.2803649,,2017,8,19,20,1.2867
2007,8,19,21,1.323153189,,2017,8,19,21,1.3297
2007,8,19,22,1.356886281,,2017,8,19,22,1.3636
2007,8,19,23,1.382758269,,2017,8,19,23,1.3896
2007,8,19,24,1.393803618,,2017,8,19,24,1.4007
2007,8,20,1,1.382758269,,2017,8,20,1,1.3896
2007,8,20,2,1.346836009,,2017,8,20,2,1.3535
2007,8,20,3,1.308525564,,2017,8,20,3,1.315
2007,8,20,4,1.266135307,,2017,8,20,4,1.2724
2007,8,20,5,1.20085829,,2017,8,20,5,1.2068
2007,8,20,6,1.128615738,,2017,8,20,6,1.1342
2007,8,20,7,1.06124906,,2017,8,20,7,1.0665
2007,8,20,8,0.999056781,,2017,8,20,8,1.004
2007,8,20,9,0.94661625,,2017,8,20,9,0.9513
2007,8,20,10,0.90770876,,2017,8,20,10,0.9122
2007,8,20,11,0.880344157,,2017,8,20,11,0.8847
2007,8,20,12,0.866512594,,2017,8,20,12,0.8708
2007,8,20,13,0.862930319,,2017,8,20,13,0.8672
2007,8,20,14,0.869497824,,2017,8,20,14,0.8738
2007,8,20,15,0.903131409,,2017,8,20,15,0.9076
2007,8,20,16,0.965224181,,2017,8,20,16,0.97
2007,8,20,17,1.037367225,,2017,8,20,17,1.0425
2007,8,20,18,1.111699438,,2017,8,20,18,1.1172
2007,8,20,19,1.180459222,,2017,8,20,19,1.1863
2007,8,20,20,1.238571688,,2017,8,20,20,1.2447
2007,8,20,21,1.28543979,,2017,8,20,21,1.2918
2007,8,20,22,1.321959097,,2017,8,20,22,1.3285
2007,8,20,23,1.350219269,,2017,8,20,23,1.3569
2007,8,20,24,1.368429168,,2017,8,20,24,1.3752
2007,8,21,1,1.368130645,,2017,8,21,1,1.3749
2007,8,21,2,1.343850779,,2017,8,21,2,1.3505
2007,8,21,3,1.321262543,,2017,8,21,3,1.3278
2007,8,21,4,1.285340282,,2017,8,21,4,1.2917
2007,8,21,5,1.223546033,,2017,8,21,5,1.2296
2007,8,21,6,1.151402989,,2017,8,21,6,1.1571
2007,8,21,7,1.073189978,,2017,8,21,7,1.0785
2007,8,21,8,1.008510007,,2017,8,21,8,1.0135
2007,8,21,9,0.960049783,,2017,8,21,9,0.9648
2007,8,21,10,0.928207336,,2017,8,21,10,0.9328
2007,8,21,11,0.914375773,,2017,8,21,11,0.9189
2007,8,21,12,0.928306843,,2017,8,21,12,0.9329
2007,8,21,13,0.969104979,,2017,8,21,13,0.9739
2007,8,21,14,1.016968157,,2017,8,21,14,1.022
2007,8,21,15,1.066920996,,2017,8,21,15,1.0722
2007,8,21,16,1.13528275,,2017,8,21,16,1.1409
2007,8,21,17,1.214490837,,2017,8,21,17,1.2205
2007,8,21,18,1.294893017,,2017,8,21,18,1.3013
2007,8,21,19,1.360269541,,2017,8,21,19,1.367
2007,8,21,20,1.404052906,,2017,8,21,20,1.411
2007,8,21,21,1.383554331,,2017,8,21,21,1.3904
2007,8,21,22,1.392808542,,2017,8,21,22,1.3997
2007,8,21,23,1.433009631,,2017,8,21,23,1.4401
2007,8,21,24,1.456990974,,2017,8,21,24,1.4642
2007,8,22,1,1.451418546,,2017,8,22,1,1.4586
2007,8,22,2,1.424451974,,2017,8,22,2,1.4315
2007,8,22,3,1.400968169,,2017,8,22,3,1.4079
2007,8,22,4,1.358577911,,2017,8,22,4,1.3653
2007,8,22,5,1.287529451,,2017,8,22,5,1.2939
2007,8,22,6,1.208918409,,2017,8,22,6,1.2149
2007,8,22,7,1.133392105,,2017,8,22,7,1.139
2007,8,22,8,1.043437191,,2017,8,22,8,1.0486
2007,8,22,9,0.993683368,,2017,8,22,9,0.9986
2007,8,22,10,0.958258645,,2017,8,22,10,0.963
2007,8,22,11,0.944626098,,2017,8,22,11,0.9493
2007,8,22,12,0.956567015,,2017,8,22,12,0.9613
2007,8,22,13,1.000151365,,2017,8,22,13,1.0051
2007,8,22,14,1.045924883,,2017,8,22,14,1.0511
2007,8,22,15,1.087320064,,2017,8,22,15,1.0927
2007,8,22,16,1.144039423,,2017,8,22,16,1.1497
2007,8,22,17,1.210809055,,2017,8,22,17,1.2168
2007,8,22,18,1.281260469,,2017,8,22,18,1.2876
2007,8,22,19,1.33917392,,2017,8,22,19,1.3458
2007,8,22,20,1.390121835,,2017,8,22,20,1.397
2007,8,22,21,1.42883031,,2017,8,22,21,1.4359
2007,8,22,22,1.456095406,,2017,8,22,22,1.4633
2007,8,22,23,1.476593981,,2017,8,22,23,1.4839
2007,8,22,24,1.482763455,,2017,8,22,24,1.4901
2007,8,23,1,1.46942943,,2017,8,23,1,1.4767
2007,8,23,2,1.437785998,,2017,8,23,2,1.4449
2007,8,23,3,1.405545521,,2017,8,23,3,1.4125
2007,8,23,4,1.356388743,,2017,8,23,4,1.3631
2007,8,23,5,1.276384594,,2017,8,23,5,1.2827
2007,8,23,6,1.184141005,,2017,8,23,6,1.19
2007,8,23,7,1.100057043,,2017,8,23,7,1.1055
2007,8,23,8,1.031695289,,2017,8,23,8,1.0368
2007,8,23,9,0.980349343,,2017,8,23,9,0.9852
2007,8,23,10,0.944128559,,2017,8,23,10,0.9488
2007,8,23,11,0.928505859,,2017,8,23,11,0.9331
2007,8,23,12,0.938357116,,2017,8,23,12,0.943
2007,8,23,13,0.977861652,,2017,8,23,13,0.9827
2007,8,23,14,1.014380958,,2017,8,23,14,1.0194
2007,8,23,15,1.049706173,,2017,8,23,15,1.0549
2007,8,23,16,1.097668859,,2017,8,23,16,1.1031
2007,8,23,17,1.151402989,,2017,8,23,17,1.1571
2007,8,23,18,1.203843519,,2017,8,23,18,1.2098
2007,8,23,19,1.252005221,,2017,8,23,19,1.2582
2007,8,23,20,1.296186616,,2017,8,23,20,1.3026
2007,8,23,21,1.330417247,,2017,8,23,21,1.337
2007,8,23,22,1.354000559,,2017,8,23,22,1.3607
2007,8,23,23,1.371215382,,2017,8,23,23,1.378
2007,8,23,24,1.375494211,,2017,8,23,24,1.3823
2007,8,24,1,1.357184804,,2017,8,24,1,1.3639
2007,8,24,2,1.320765005,,2017,8,24,2,1.3273
2007,8,24,3,1.289320588,,2017,8,24,3,1.2957
2007,8,24,4,1.249219006,,2017,8,24,4,1.2554
2007,8,24,5,1.176876947,,2017,8,24,5,1.1827
2007,8,24,6,1.095678706,,2017,8,24,6,1.1011
2007,8,24,7,1.017764218,,2017,8,24,7,1.0228
2007,8,24,8,0.958358153,,2017,8,24,8,0.9631
2007,8,24,9,0.912186604,,2017,8,24,9,0.9167
2007,8,24,10,0.882433818,,2017,8,24,10,0.8868
2007,8,24,11,0.868701762,,2017,8,24,11,0.873
2007,8,24,12,0.877060405,,2017,8,24,12,0.8814
2007,8,24,13,0.916664449,,2017,8,24,13,0.9212
2007,8,24,14,0.957661599,,2017,8,24,14,0.9624
2007,8,24,15,0.993782875,,2017,8,24,15,0.9987
2007,8,24,16,1.036670671,,2017,8,24,16,1.0418
2007,8,24,17,1.085429419,,2017,8,24,17,1.0908
2007,8,24,18,1.133790135,,2017,8,24,18,1.1394
2007,8,24,19,1.17588187,,2017,8,24,19,1.1817
2007,8,24,20,1.213993299,,2017,8,24,20,1.22
2007,8,24,21,1.249418022,,2017,8,24,21,1.2556
2007,8,24,22,1.275688041,,2017,8,24,22,1.282
2007,8,24,23,1.293798433,,2017,8,24,23,1.3002
2007,8,24,24,1.298276277,,2017,8,24,24,1.3047
2007,8,25,1,1.216779513,,2017,8,25,1,1.2228
2007,8,25,2,1.252900789,,2017,8,25,2,1.2591
2007,8,25,3,1.232700737,,2017,8,25,3,1.2388
2007,8,25,4,1.198569614,,2017,8,25,4,1.2045
2007,8,25,5,1.132894567,,2017,8,25,5,1.1385
2007,8,25,6,1.059656938,,2017,8,25,6,1.0649
2007,8,25,7,0.986618325,,2017,8,25,7,0.9915
2007,8,25,8,0.930396504,,2017,8,25,8,0.935
2007,8,25,9,0.886712647,,2017,8,25,9,0.8911
2007,8,25,10,0.857357891,,2017,8,25,10,0.8616
2007,8,25,11,0.846412049,,2017,8,25,11,0.8506
2007,8,25,12,0.857755921,,2017,8,25,12,0.862
2007,8,25,13,0.895966858,,2017,8,25,13,0.9004
2007,8,25,14,0.936764993,,2017,8,25,14,0.9414
2007,8,25,15,0.972587746,,2017,8,25,15,0.9774
2007,8,25,16,1.01388342,,2017,8,25,16,1.0189
2007,8,25,17,1.059756446,,2017,8,25,17,1.065
2007,8,25,18,1.102345719,,2017,8,25,18,1.1078
2007,8,25,19,1.139064041,,2017,8,25,19,1.1447
2007,8,25,20,1.173294671,,2017,8,25,20,1.1791
2007,8,25,21,1.202649427,,2017,8,25,21,1.2086
2007,8,25,22,1.224342095,,2017,8,25,22,1.2304
2007,8,25,23,1.240163811,,2017,8,25,23,1.2463
2007,8,25,24,1.245736239,,2017,8,25,24,1.2519
2007,8,26,1,1.229516492,,2017,8,26,1,1.2356
2007,8,26,2,1.201156813,,2017,8,26,2,1.2071
2007,8,26,3,1.181553806,,2017,8,26,3,1.1874
2007,8,26,4,1.149611851,,2017,8,26,4,1.1553
2007,8,26,5,1.093887569,,2017,8,26,5,1.0993
2007,8,26,6,1.030202674,,2017,8,26,6,1.0353
2007,8,26,7,0.963731566,,2017,8,26,7,0.9685
2007,8,26,8,0.910196451,,2017,8,26,8,0.9147
2007,8,26,9,0.869199301,,2017,8,26,9,0.8735
2007,8,26,10,0.842630759,,2017,8,26,10,0.8468
2007,8,26,11,0.826012982,,2017,8,26,11,0.8301
2007,8,26,12,0.822430706,,2017,8,26,12,0.8265
2007,8,26,13,0.829694765,,2017,8,26,13,0.8338
2007,8,26,14,0.838749961,,2017,8,26,14,0.8429
2007,8,26,15,0.867010132,,2017,8,26,15,0.8713
2007,8,26,16,0.913281189,,2017,8,26,16,0.9178
2007,8,26,17,0.963930581,,2017,8,26,17,0.9687
2007,8,26,18,1.011395729,,2017,8,26,18,1.0164
2007,8,26,19,1.05408451,,2017,8,26,19,1.0593
2007,8,26,20,1.089111202,,2017,8,26,20,1.0945
2007,8,26,21,1.119859065,,2017,8,26,21,1.1254
2007,8,26,22,1.145830561,,2017,8,26,22,1.1515
2007,8,26,23,1.170508457,,2017,8,26,23,1.1763
2007,8,26,24,1.185932143,,2017,8,26,24,1.1918
2007,8,27,1,1.18434002,,2017,8,27,1,1.1902
2007,8,27,2,1.167324213,,2017,8,27,2,1.1731
2007,8,27,3,1.15349265,,2017,8,27,3,1.1592
2007,8,27,4,1.121451187,,2017,8,27,4,1.127
2007,8,27,5,1.066721981,,2017,8,27,5,1.072
2007,8,27,6,1.00671887,,2017,8,27,6,1.0117
2007,8,27,7,0.947213296,,2017,8,27,7,0.9519
2007,8,27,8,0.901439779,,2017,8,27,8,0.9059
2007,8,27,9,0.86203475,,2017,8,27,9,0.8663
2007,8,27,10,0.829794272,,2017,8,27,10,0.8339
2007,8,27,11,0.808002098,,2017,8,27,11,0.812
2007,8,27,12,0.798847394,,2017,8,27,12,0.8028
2007,8,27,13,0.796857241,,2017,8,27,13,0.8008
2007,8,27,14,0.803325238,,2017,8,27,14,0.8073
2007,8,27,15,0.826610028,,2017,8,27,15,0.8307
2007,8,27,16,0.86710964,,2017,8,27,16,0.8714
2007,8,27,17,0.916067403,,2017,8,27,17,0.9206
2007,8,27,18,0.965323688,,2017,8,27,18,0.9701
2007,8,27,19,1.012987851,,2017,8,27,19,1.018
2007,8,27,20,1.056273678,,2017,8,27,20,1.0615
2007,8,27,21,1.093788061,,2017,8,27,21,1.0992
2007,8,27,22,1.127919184,,2017,8,27,22,1.1335
2007,8,27,23,1.154089695,,2017,8,27,23,1.1598
2007,8,27,24,1.174687778,,2017,8,27,24,1.1805
2007,8,28,1,1.178170546,,2017,8,28,1,1.184
2007,8,28,2,1.171802057,,2017,8,28,2,1.1776
2007,8,28,3,1.170309442,,2017,8,28,3,1.1761
2007,8,28,4,1.140457148,,2017,8,28,4,1.1461
2007,8,28,5,1.083339758,,2017,8,28,5,1.0887
2007,8,28,6,1.021346494,,2017,8,28,6,1.0264
2007,8,28,7,0.95467637,,2017,8,28,7,0.9594
2007,8,28,8,0.900245687,,2017,8,28,8,0.9047
2007,8,28,9,0.860442628,,2017,8,28,9,0.8647
2007,8,28,10,0.834769655,,2017,8,28,10,0.8389
2007,8,28,11,0.825614951,,2017,8,28,11,0.8297
2007,8,28,12,0.842232728,,2017,8,28,12,0.8464
2007,8,28,13,0.885518555,,2017,8,28,13,0.8899
2007,8,28,14,0.930695027,,2017,8,28,14,0.9353
2007,8,28,15,0.964925658,,2017,8,28,15,0.9697
2007,8,28,16,1.003236102,,2017,8,28,16,1.0082
2007,8,28,17,1.044531776,,2017,8,28,17,1.0497
2007,8,28,18,1.082941728,,2017,8,28,18,1.0883
2007,8,28,19,1.119859065,,2017,8,28,19,1.1254
2007,8,28,20,1.155283787,,2017,8,28,20,1.161
2007,8,28,21,1.186230666,,2017,8,28,21,1.1921
2007,8,28,22,1.208918409,,2017,8,28,22,1.2149
2007,8,28,23,1.227526339,,2017,8,28,23,1.2336
2007,8,28,24,1.237278089,,2017,8,28,24,1.2434
2007,8,29,1,1.233695813,,2017,8,29,1,1.2398
2007,8,29,2,1.225038648,,2017,8,29,2,1.2311
2007,8,29,3,1.217177544,,2017,8,29,3,1.2232
2007,8,29,4,1.183344944,,2017,8,29,4,1.1892
2007,8,29,5,1.121252172,,2017,8,29,5,1.1268
2007,8,29,6,1.049109127,,2017,8,29,6,1.0543
2007,8,29,7,0.97835919,,2017,8,29,7,0.9832
2007,8,29,8,0.920445739,,2017,8,29,8,0.925
2007,8,29,9,0.876264344,,2017,8,29,9,0.8806
2007,8,29,10,0.848302695,,2017,8,29,10,0.8525
2007,8,29,11,0.837754884,,2017,8,29,11,0.8419
2007,8,29,12,0.850093832,,2017,8,29,12,0.8543
2007,8,29,13,0.891489014,,2017,8,29,13,0.8959
2007,8,29,14,0.93437681,,2017,8,29,14,0.939
2007,8,29,15,0.965821226,,2017,8,29,15,0.9706
2007,8,29,16,1.001245949,,2017,8,29,16,1.0062
2007,8,29,17,1.044929806,,2017,8,29,17,1.0501
2007,8,29,18,1.08622548,,2017,8,29,18,1.0916
2007,8,29,19,1.123142817,,2017,8,29,19,1.1287
2007,8,29,20,1.159065078,,2017,8,29,20,1.1648
2007,8,29,21,1.193096693,,2017,8,29,21,1.199
2007,8,29,22,1.216978529,,2017,8,29,22,1.223
2007,8,29,23,1.239964795,,2017,8,29,23,1.2461
2007,8,29,24,1.253199312,,2017,8,29,24,1.2594
2007,8,30,1,1.251806205,,2017,8,30,1,1.258
2007,8,30,2,1.239865288,,2017,8,30,2,1.246
2007,8,30,3,1.186529189,,2017,8,30,3,1.1924
2007,8,30,4,1.153393142,,2017,8,30,4,1.1591
2007,8,30,5,1.091598893,,2017,8,30,5,1.097
2007,8,30,6,1.050900265,,2017,8,30,6,1.0561
2007,8,30,7,0.982239988,,2017,8,30,7,0.9871
2007,8,30,8,0.923231953,,2017,8,30,8,0.9278
2007,8,30,9,0.878254497,,2017,8,30,9,0.8826
2007,8,30,10,0.848700725,,2017,8,30,10,0.8529
2007,8,30,11,0.837555869,,2017,8,30,11,0.8417
2007,8,30,12,0.850989401,,2017,8,30,12,0.8552
2007,8,30,13,0.891289998,,2017,8,30,13,0.8957
2007,8,30,14,0.966119749,,2017,8,30,14,0.9709
2007,8,30,15,0.96313452,,2017,8,30,15,0.9679
2007,8,30,16,1.00164398,,2017,8,30,16,1.0066
2007,8,30,17,1.046720944,,2017,8,30,17,1.0519
2007,8,30,18,1.095479691,,2017,8,30,18,1.1009
2007,8,30,19,1.142546808,,2017,8,30,19,1.1482
2007,8,30,20,1.187623773,,2017,8,30,20,1.1935
2007,8,30,21,1.218968682,,2017,8,30,21,1.225
2007,8,30,22,1.258572725,,2017,8,30,22,1.2648
2007,8,30,23,1.28543979,,2017,8,30,23,1.2918
2007,8,30,24,1.299569876,,2017,8,30,24,1.306
2007,8,31,1,1.291907787,,2017,8,31,1,1.2983
2007,8,31,2,1.272702811,,2017,8,31,2,1.279
2007,8,31,3,1.255786511,,2017,8,31,3,1.262
2007,8,31,4,1.21986425,,2017,8,31,4,1.2259
2007,8,31,5,1.151602004,,2017,8,31,5,1.1573
2007,8,31,6,1.072791947,,2017,8,31,6,1.0781
2007,8,31,7,0.999554319,,2017,8,31,7,1.0045
2007,8,31,8,0.941740376,,2017,8,31,8,0.9464
2007,8,31,9,0.897459473,,2017,8,31,9,0.9019
2007,8,31,10,0.867408163,,2017,8,31,10,0.8717
2007,8,31,11,0.854870199,,2017,8,31,11,0.8591
2007,8,31,12,0.868104717,,2017,8,31,12,0.8724
2007,8,31,13,0.909698913,,2017,8,31,13,0.9142
2007,8,31,14,0.953681293,,2017,8,31,14,0.9584
2007,8,31,15,0.985623248,,2017,8,31,15,0.9905
2007,8,31,16,1.02871006,,2017,8,31,16,1.0338
2007,8,31,17,1.076772253,,2017,8,31,17,1.0821
2007,8,31,18,1.126526077,,2017,8,31,18,1.1321
2007,8,31,19,1.17379221,,2017,8,31,19,1.1796
2007,8,31,20,1.216879021,,2017,8,31,20,1.2229
2007,8,31,21,1.261259432,,2017,8,31,21,1.2675
2007,8,31,22,1.274991487,,2017,8,31,22,1.2813
2007,8,31,23,1.293698925,,2017,8,31,23,1.3001
2007,8,31,24,1.300962983,,2017,8,31,24,1.3074
2007,9,1,1,1.287927481,,2017,9,1,1,1.2943
2007,9,1,2,1.262453524,,2017,9,1,2,1.2687
2007,9,1,3,1.243845593,,2017,9,1,3,1.25
2007,9,1,4,1.209216932,,2017,9,1,4,1.2152
2007,9,1,5,1.142845331,,2017,9,1,5,1.1485
2007,9,1,6,1.066622473,,2017,9,1,6,1.0719
2007,9,1,7,0.992290261,,2017,9,1,7,0.9972
2007,9,1,8,0.929600443,,2017,9,1,8,0.9342
2007,9,1,9,0.880841695,,2017,9,1,9,0.8852
2007,9,1,10,0.850591371,,2017,9,1,10,0.8548
2007,9,1,11,0.835864239,,2017,9,1,11,0.84
2007,9,1,12,0.848004172,,2017,9,1,12,0.8522
2007,9,1,13,0.885817078,,2017,9,1,13,0.8902
2007,9,1,14,0.926814229,,2017,9,1,14,0.9314
2007,9,1,15,0.956766031,,2017,9,1,15,0.9615
2007,9,1,16,0.993782875,,2017,9,1,16,0.9987
2007,9,1,17,1.03547658,,2017,9,1,17,1.0406
2007,9,1,18,1.076374223,,2017,9,1,18,1.0817
2007,9,1,19,1.116177282,,2017,9,1,19,1.1217
2007,9,1,20,1.153990188,,2017,9,1,20,1.1597
2007,9,1,21,1.180359714,,2017,9,1,21,1.1862
2007,9,1,22,1.203345981,,2017,9,1,22,1.2093
2007,9,1,23,1.217277052,,2017,9,1,23,1.2233
2007,9,1,24,1.222451449,,2017,9,1,24,1.2285
2007,9,2,1,1.211804131,,2017,9,2,1,1.2178
2007,9,2,2,1.190907525,,2017,9,2,2,1.1968
2007,9,2,3,1.170010919,,2017,9,2,3,1.1758
2007,9,2,4,1.133889643,,2017,9,2,4,1.1395
2007,9,2,5,1.078861914,,2017,9,2,5,1.0842
2007,9,2,6,1.015475543,,2017,9,2,6,1.0205
2007,9,2,7,0.947014281,,2017,9,2,7,0.9517
2007,9,2,8,0.889996399,,2017,9,2,8,0.8944
2007,9,2,9,0.848302695,,2017,9,2,9,0.8525
2007,9,2,10,0.817256309,,2017,9,2,10,0.8213
2007,9,2,11,0.798449363,,2017,9,2,11,0.8024
2007,9,2,12,0.790389244,,2017,9,2,12,0.7943
2007,9,2,13,0.792478905,,2017,9,2,13,0.7964
2007,9,2,14,0.798946902,,2017,9,2,14,0.8029
2007,9,2,15,0.820639569,,2017,9,2,15,0.8247
2007,9,2,16,0.860542135,,2017,9,2,16,0.8648
2007,9,2,17,0.907808268,,2017,9,2,17,0.9123
2007,9,2,18,0.954875385,,2017,9,2,18,0.9596
2007,9,2,19,0.999255796,,2017,9,2,19,1.0042
2007,9,2,20,1.03885984,,2017,9,2,20,1.044
2007,9,2,21,1.074085547,,2017,9,2,21,1.0794
2007,9,2,22,1.103042272,,2017,9,2,22,1.1085
2007,9,2,23,1.128317215,,2017,9,2,23,1.1339
2007,9,2,24,1.144437454,,2017,9,2,24,1.1501
2007,9,3,1,1.145930068,,2017,9,3,1,1.1516
2007,9,3,2,1.135581273,,2017,9,3,2,1.1412
2007,9,3,3,1.119262019,,2017,9,3,3,1.1248
2007,9,3,4,1.089011694,,2017,9,3,4,1.0944
2007,9,3,5,1.039854916,,2017,9,3,5,1.045
2007,9,3,6,0.98343408,,2017,9,3,6,0.9883
2007,9,3,7,0.923331461,,2017,9,3,7,0.9279
2007,9,3,8,0.874771729,,2017,9,3,8,0.8791
2007,9,3,9,0.837555869,,2017,9,3,9,0.8417
2007,9,3,10,0.808897666,,2017,9,3,10,0.8129
2007,9,3,11,0.789394167,,2017,9,3,11,0.7933
2007,9,3,12,0.780637494,,2017,9,3,12,0.7845
2007,9,3,13,0.782727155,,2017,9,3,13,0.7866
2007,9,3,14,0.788299583,,2017,9,3,14,0.7922
2007,9,3,15,0.805912437,,2017,9,3,15,0.8099
2007,9,3,16,0.847208111,,2017,9,3,16,0.8514
2007,9,3,17,0.896762919,,2017,9,3,17,0.9012
2007,9,3,18,0.952487202,,2017,9,3,18,0.9572
2007,9,3,19,1.007614438,,2017,9,3,19,1.0126
2007,9,3,20,1.057169247,,2017,9,3,20,1.0624
2007,9,3,21,1.101649165,,2017,9,3,21,1.1071
2007,9,3,22,1.137670934,,2017,9,3,22,1.1433
2007,9,3,23,1.166528151,,2017,9,3,23,1.1723
2007,9,3,24,1.185335097,,2017,9,3,24,1.1912
2007,9,4,1,1.185036574,,2017,9,4,1,1.1909
2007,9,4,2,1.162448338,,2017,9,4,2,1.1682
2007,9,4,3,1.13866601,,2017,9,4,3,1.1443
2007,9,4,4,1.102146703,,2017,9,4,4,1.1076
2007,9,4,5,1.048014543,,2017,9,4,5,1.0532
2007,9,4,6,0.986021279,,2017,9,4,6,0.9909
2007,9,4,7,0.92631669,,2017,9,4,7,0.9309
2007,9,4,8,0.87725942,,2017,9,4,8,0.8816
2007,9,4,9,0.836461285,,2017,9,4,9,0.8406
2007,9,4,10,0.808201113,,2017,9,4,10,0.8122
2007,9,4,11,0.790090721,,2017,9,4,11,0.794
2007,9,4,12,0.784816816,,2017,9,4,12,0.7887
2007,9,4,13,0.790289736,,2017,9,4,13,0.7942
2007,9,4,14,0.796359703,,2017,9,4,14,0.8003
2007,9,4,15,0.816460248,,2017,9,4,15,0.8205
2007,9,4,16,0.867507671,,2017,9,4,16,0.8718
2007,9,4,17,0.931988626,,2017,9,4,17,0.9366
2007,9,4,18,1.001444964,,2017,9,4,18,1.0064
2007,9,4,19,1.06592592,,2017,9,4,19,1.0712
2007,9,4,20,1.122744787,,2017,9,4,20,1.1283
2007,9,4,21,1.169712396,,2017,9,4,21,1.1755
2007,9,4,22,1.208818902,,2017,9,4,22,1.2148
2007,9,4,23,1.237576612,,2017,9,4,23,1.2437
2007,9,4,24,1.252900789,,2017,9,4,24,1.2591
2007,9,5,1,1.247228854,,2017,9,5,1,1.2534
2007,9,5,2,1.228123385,,2017,9,5,2,1.2342
2007,9,5,3,1.213595269,,2017,9,5,3,1.2196
2007,9,5,4,1.171205011,,2017,9,5,4,1.177
2007,9,5,5,1.104534887,,2017,9,5,5,1.11
2007,9,5,6,1.033685442,,2017,9,5,6,1.0388
2007,9,5,7,0.963831073,,2017,9,5,7,0.9686
2007,9,5,8,0.906912699,,2017,9,5,8,0.9114
2007,9,5,9,0.864522441,,2017,9,5,9,0.8688
2007,9,5,10,0.837953899,,2017,9,5,10,0.8421
2007,9,5,11,0.827505596,,2017,9,5,11,0.8316
2007,9,5,12,0.843824851,,2017,9,5,12,0.848
2007,9,5,13,0.892185567,,2017,9,5,13,0.8966
2007,9,5,14,0.941342345,,2017,9,5,14,0.946
2007,9,5,15,0.975274453,,2017,9,5,15,0.9801
2007,9,5,16,1.02064994,,2017,9,5,16,1.0257
2007,9,5,17,1.071498348,,2017,9,5,17,1.0768
